_initial_assets,awaiting_async_process,vars,id,creation_time,failed,failed_reason,time_of_death,type,origin_id,network_id,complete,node_id,participant_id,module_state_id,trial_maker_id,definition,finalized,is_repeat_trial,score,bonus,parent_trial_id,answer,propagate_failure,response_id,repeat_trial_index,n_repeat_trials,time_taken,time_credit_before_trial,time_credit_after_trial,time_credit_from_trial,block_position,block,class,object_type,audio_name,audio_url
{},False,{},284,2023-11-29 16:15:31,False,,,RatingTrial,43,43,True,43,10,39,audio_experiment,"{""audio_name"": ""NHS_orig_021.wav"", ""audio_url"": ""https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_021.wav""}",True,False,,0.0,,2,True,398.0,,,17.022,295.0,315.0,20.0,0,default,RatingTrial,Info,NHS_orig_021.wav,https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_021.wav
{},False,{},285,2023-11-29 16:15:49,False,,,RatingTrial,39,39,True,39,10,39,audio_experiment,"{""audio_name"": ""NHS_orig_087.wav"", ""audio_url"": ""https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_087.wav""}",True,False,,0.0,,1,True,401.0,,,16.095,315.0,335.0,20.0,0,default,RatingTrial,Info,NHS_orig_087.wav,https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_087.wav
{},False,{},286,2023-11-29 16:16:07,False,,,RatingTrial,19,19,True,19,10,39,audio_experiment,"{""audio_name"": ""NHS_orig_117.wav"", ""audio_url"": ""https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_117.wav""}",True,False,,0.0,,1,True,403.0,,,16.855,335.0,355.0,20.0,0,default,RatingTrial,Info,NHS_orig_117.wav,https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_117.wav
{},False,{},287,2023-11-29 16:16:24,False,,,RatingTrial,8,8,True,8,10,39,audio_experiment,"{""audio_name"": ""NHS_orig_028.wav"", ""audio_url"": ""https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_028.wav""}",True,False,,0.0,,2,True,406.0,,,18.808,355.0,375.0,20.0,0,default,RatingTrial,Info,NHS_orig_028.wav,https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_028.wav
{},False,{},288,2023-11-29 16:16:44,False,,,RatingTrial,29,29,True,29,10,39,audio_experiment,"{""audio_name"": ""NHS_orig_071.wav"", ""audio_url"": ""https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_071.wav""}",True,False,,0.0,,3,True,412.0,,,24.53,375.0,395.0,20.0,0,default,RatingTrial,Info,NHS_orig_071.wav,https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_071.wav
{},False,{},289,2023-11-29 16:17:10,False,,,RatingTrial,38,38,True,38,10,39,audio_experiment,"{""audio_name"": ""NHS_orig_086.wav"", ""audio_url"": ""https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_086.wav""}",True,False,,0.0,,1,True,413.0,,,16.188,395.0,415.0,20.0,0,default,RatingTrial,Info,NHS_orig_086.wav,https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_086.wav
{},False,{},290,2023-11-29 16:17:27,False,,,RatingTrial,17,17,True,17,10,39,audio_experiment,"{""audio_name"": ""NHS_orig_062.wav"", ""audio_url"": ""https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_062.wav""}",True,False,,0.0,,1,True,415.0,,,18.145,415.0,435.0,20.0,0,default,RatingTrial,Info,NHS_orig_062.wav,https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_062.wav
{},False,{},291,2023-11-29 16:17:46,False,,,RatingTrial,23,23,True,23,10,39,audio_experiment,"{""audio_name"": ""NHS_orig_099.wav"", ""audio_url"": ""https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_099.wav""}",True,False,,0.0,,1,True,416.0,,,17.643,435.0,455.0,20.0,0,default,RatingTrial,Info,NHS_orig_099.wav,https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_099.wav
{},False,{},292,2023-11-29 16:18:04,False,,,RatingTrial,40,40,True,40,10,39,audio_experiment,"{""audio_name"": ""NHS_orig_078.wav"", ""audio_url"": ""https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_078.wav""}",True,False,,0.0,,1,True,417.0,,,18.222,455.0,475.0,20.0,0,default,RatingTrial,Info,NHS_orig_078.wav,https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_078.wav
{},False,{},293,2023-11-29 16:18:23,False,,,RatingTrial,26,26,True,26,10,39,audio_experiment,"{""audio_name"": ""NHS_orig_105.wav"", ""audio_url"": ""https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_105.wav""}",True,False,,0.0,,2,True,420.0,,,18.429,475.0,495.0,20.0,0,default,RatingTrial,Info,NHS_orig_105.wav,https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_105.wav
{},False,{},294,2023-11-29 16:18:43,False,,,RatingTrial,20,20,True,20,10,39,audio_experiment,"{""audio_name"": ""NHS_orig_088.wav"", ""audio_url"": ""https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_088.wav""}",True,False,,0.0,,1,True,421.0,,,20.967,495.0,515.0,20.0,0,default,RatingTrial,Info,NHS_orig_088.wav,https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_088.wav
{},False,{},295,2023-11-29 16:19:05,False,,,RatingTrial,14,14,True,14,10,39,audio_experiment,"{""audio_name"": ""NHS_orig_100.wav"", ""audio_url"": ""https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_100.wav""}",True,False,,0.0,,1,True,422.0,,,21.752,515.0,535.0,20.0,0,default,RatingTrial,Info,NHS_orig_100.wav,https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_100.wav
{},False,{},296,2023-11-29 16:19:27,False,,,RatingTrial,25,25,True,25,10,39,audio_experiment,"{""audio_name"": ""NHS_orig_104.wav"", ""audio_url"": ""https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_104.wav""}",True,False,,0.0,,1,True,423.0,,,20.186,535.0,555.0,20.0,0,default,RatingTrial,Info,NHS_orig_104.wav,https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_104.wav
{},False,{},297,2023-11-29 16:19:48,False,,,RatingTrial,16,16,True,16,10,39,audio_experiment,"{""audio_name"": ""NHS_orig_048.wav"", ""audio_url"": ""https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_048.wav""}",True,False,,0.0,,1,True,424.0,,,17.467,555.0,575.0,20.0,0,default,RatingTrial,Info,NHS_orig_048.wav,https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_048.wav
{},False,{},298,2023-11-29 16:20:07,False,,,RatingTrial,44,44,True,44,10,39,audio_experiment,"{""audio_name"": ""NHS_orig_009.wav"", ""audio_url"": ""https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_009.wav""}",True,False,,0.0,,4,True,425.0,,,16.153,575.0,595.0,20.0,0,default,RatingTrial,Info,NHS_orig_009.wav,https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_009.wav
{},False,{},299,2023-11-29 16:20:24,False,,,RatingTrial,41,41,True,41,10,39,audio_experiment,"{""audio_name"": ""NHS_orig_023.wav"", ""audio_url"": ""https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_023.wav""}",True,False,,0.0,,2,True,427.0,,,17.168,595.0,615.0,20.0,0,default,RatingTrial,Info,NHS_orig_023.wav,https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_023.wav
{},False,{},300,2023-11-29 16:20:42,False,,,RatingTrial,35,35,True,35,10,39,audio_experiment,"{""audio_name"": ""NHS_orig_081.wav"", ""audio_url"": ""https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_081.wav""}",True,False,,0.0,,1,True,428.0,,,16.844,615.0,635.0,20.0,0,default,RatingTrial,Info,NHS_orig_081.wav,https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_081.wav
{},False,{},301,2023-11-29 16:21:00,False,,,RatingTrial,12,12,True,12,10,39,audio_experiment,"{""audio_name"": ""NHS_orig_101.wav"", ""audio_url"": ""https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_101.wav""}",True,False,,0.0,,4,True,429.0,,,17.31,635.0,655.0,20.0,0,default,RatingTrial,Info,NHS_orig_101.wav,https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_101.wav
{},False,{},302,2023-11-29 16:21:18,False,,,RatingTrial,36,36,True,36,10,39,audio_experiment,"{""audio_name"": ""NHS_orig_052.wav"", ""audio_url"": ""https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_052.wav""}",True,False,,0.0,,2,True,430.0,,,16.966,655.0,675.0,20.0,0,default,RatingTrial,Info,NHS_orig_052.wav,https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_052.wav
{},False,{},303,2023-11-29 16:21:36,False,,,RatingTrial,28,28,True,28,10,39,audio_experiment,"{""audio_name"": ""NHS_orig_065.wav"", ""audio_url"": ""https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_065.wav""}",True,False,,0.0,,1,True,431.0,,,17.569,675.0,695.0,20.0,0,default,RatingTrial,Info,NHS_orig_065.wav,https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_065.wav
{},False,{},304,2023-11-29 16:21:55,False,,,RatingTrial,10,10,True,10,10,39,audio_experiment,"{""audio_name"": ""NHS_orig_039.wav"", ""audio_url"": ""https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_039.wav""}",True,False,,0.0,,2,True,432.0,,,17.089,695.0,715.0,20.0,0,default,RatingTrial,Info,NHS_orig_039.wav,https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_039.wav
{},False,{},305,2023-11-29 16:22:13,False,,,RatingTrial,22,22,True,22,10,39,audio_experiment,"{""audio_name"": ""NHS_orig_107.wav"", ""audio_url"": ""https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_107.wav""}",True,False,,0.0,,1,True,433.0,,,17.545,715.0,735.0,20.0,0,default,RatingTrial,Info,NHS_orig_107.wav,https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_107.wav
{},False,{},306,2023-11-29 16:22:32,False,,,RatingTrial,33,33,True,33,10,39,audio_experiment,"{""audio_name"": ""NHS_orig_109.wav"", ""audio_url"": ""https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_109.wav""}",True,False,,0.0,,2,True,434.0,,,17.429,735.0,755.0,20.0,0,default,RatingTrial,Info,NHS_orig_109.wav,https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_109.wav
{},False,{},307,2023-11-29 16:22:50,False,,,RatingTrial,46,46,True,46,10,39,audio_experiment,"{""audio_name"": ""NHS_orig_026.wav"", ""audio_url"": ""https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_026.wav""}",True,False,,0.0,,1,True,435.0,,,17.602,755.0,775.0,20.0,0,default,RatingTrial,Info,NHS_orig_026.wav,https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_026.wav
{},False,{},308,2023-11-29 16:23:09,False,,,RatingTrial,13,13,True,13,10,39,audio_experiment,"{""audio_name"": ""NHS_orig_114.wav"", ""audio_url"": ""https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_114.wav""}",True,False,,0.0,,1,True,436.0,,,17.53,775.0,795.0,20.0,0,default,RatingTrial,Info,NHS_orig_114.wav,https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_114.wav
{},False,{},309,2023-11-29 16:23:28,False,,,RatingTrial,34,34,True,34,10,39,audio_experiment,"{""audio_name"": ""NHS_orig_095.wav"", ""audio_url"": ""https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_095.wav""}",True,False,,0.0,,1,True,437.0,,,17.536,795.0,815.0,20.0,0,default,RatingTrial,Info,NHS_orig_095.wav,https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_095.wav
{},False,{},310,2023-11-29 16:23:46,False,,,RatingTrial,42,42,True,42,10,39,audio_experiment,"{""audio_name"": ""NHS_orig_034.wav"", ""audio_url"": ""https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_034.wav""}",True,False,,0.0,,1,True,438.0,,,18.644,815.0,835.0,20.0,0,default,RatingTrial,Info,NHS_orig_034.wav,https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_034.wav
{},False,{},311,2023-11-29 16:24:06,False,,,RatingTrial,27,27,True,27,10,39,audio_experiment,"{""audio_name"": ""NHS_orig_059.wav"", ""audio_url"": ""https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_059.wav""}",True,False,,0.0,,1,True,439.0,,,18.398,835.0,855.0,20.0,0,default,RatingTrial,Info,NHS_orig_059.wav,https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_059.wav
{},False,{},312,2023-11-29 16:24:26,False,,,RatingTrial,37,37,True,37,10,39,audio_experiment,"{""audio_name"": ""NHS_orig_051.wav"", ""audio_url"": ""https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_051.wav""}",True,False,,0.0,,2,True,440.0,,,19.316,855.0,875.0,20.0,0,default,RatingTrial,Info,NHS_orig_051.wav,https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_051.wav
{},False,{},313,2023-11-29 16:24:46,False,,,RatingTrial,11,11,True,11,10,39,audio_experiment,"{""audio_name"": ""NHS_orig_075.wav"", ""audio_url"": ""https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_075.wav""}",True,False,,0.0,,2,True,441.0,,,19.831,875.0,895.0,20.0,0,default,RatingTrial,Info,NHS_orig_075.wav,https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_075.wav
,False,{},314,2023-11-29 16:25:07,False,,,RatingTrial,18,18,True,18,10,39,audio_experiment,"{""audio_name"": ""NHS_orig_076.wav"", ""audio_url"": ""https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_076.wav""}",True,True,,0.0,280.0,3,False,442.0,0.0,3.0,15.409,895.0,915.0,20.0,0,default,RatingTrial,Info,NHS_orig_076.wav,https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_076.wav
,False,{},315,2023-11-29 16:25:23,False,,,RatingTrial,43,43,True,43,10,39,audio_experiment,"{""audio_name"": ""NHS_orig_021.wav"", ""audio_url"": ""https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_021.wav""}",True,True,,0.0,284.0,2,False,443.0,1.0,3.0,15.034,915.0,935.0,20.0,0,default,RatingTrial,Info,NHS_orig_021.wav,https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_021.wav
,False,{},316,2023-11-29 16:25:39,False,,,RatingTrial,23,23,True,23,10,39,audio_experiment,"{""audio_name"": ""NHS_orig_099.wav"", ""audio_url"": ""https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_099.wav""}",True,True,,0.0,291.0,3,False,444.0,2.0,3.0,14.955,935.0,955.0,20.0,0,default,RatingTrial,Info,NHS_orig_099.wav,https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_099.wav
{},False,{},323,2023-11-29 17:05:25,False,,,RatingTrial,15,15,True,15,12,47,audio_experiment,"{""audio_name"": ""NHS_orig_074.wav"", ""audio_url"": ""https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_074.wav""}",True,False,,0.0,,5,True,475.0,,,17.21,95.0,115.0,20.0,0,default,RatingTrial,Info,NHS_orig_074.wav,https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_074.wav
{},False,{},324,2023-11-29 17:05:43,False,,,RatingTrial,35,35,True,35,12,47,audio_experiment,"{""audio_name"": ""NHS_orig_081.wav"", ""audio_url"": ""https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_081.wav""}",True,False,,0.0,,1,True,476.0,,,17.798,115.0,135.0,20.0,0,default,RatingTrial,Info,NHS_orig_081.wav,https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_081.wav
{},False,{},325,2023-11-29 17:06:01,False,,,RatingTrial,17,17,True,17,12,47,audio_experiment,"{""audio_name"": ""NHS_orig_062.wav"", ""audio_url"": ""https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_062.wav""}",True,False,,0.0,,1,True,477.0,,,17.066,135.0,155.0,20.0,0,default,RatingTrial,Info,NHS_orig_062.wav,https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_062.wav
{},False,{},326,2023-11-29 17:06:19,False,,,RatingTrial,39,39,True,39,12,47,audio_experiment,"{""audio_name"": ""NHS_orig_087.wav"", ""audio_url"": ""https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_087.wav""}",True,False,,0.0,,1,True,478.0,,,18.493,155.0,175.0,20.0,0,default,RatingTrial,Info,NHS_orig_087.wav,https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_087.wav
{},False,{},327,2023-11-29 17:06:38,False,,,RatingTrial,43,43,True,43,12,47,audio_experiment,"{""audio_name"": ""NHS_orig_021.wav"", ""audio_url"": ""https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_021.wav""}",True,False,,0.0,,4,True,479.0,,,17.362,175.0,195.0,20.0,0,default,RatingTrial,Info,NHS_orig_021.wav,https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_021.wav
{},False,{},328,2023-11-29 17:06:56,False,,,RatingTrial,21,21,True,21,12,47,audio_experiment,"{""audio_name"": ""NHS_orig_077.wav"", ""audio_url"": ""https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_077.wav""}",True,False,,0.0,,2,True,480.0,,,16.315,195.0,215.0,20.0,0,default,RatingTrial,Info,NHS_orig_077.wav,https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_077.wav
{},False,{},329,2023-11-29 17:07:13,False,,,RatingTrial,30,30,True,30,12,47,audio_experiment,"{""audio_name"": ""NHS_orig_054.wav"", ""audio_url"": ""https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_054.wav""}",True,False,,0.0,,4,True,481.0,,,17.409,215.0,235.0,20.0,0,default,RatingTrial,Info,NHS_orig_054.wav,https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_054.wav
{},False,{},330,2023-11-29 17:07:31,False,,,RatingTrial,23,23,True,23,12,47,audio_experiment,"{""audio_name"": ""NHS_orig_099.wav"", ""audio_url"": ""https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_099.wav""}",True,False,,0.0,,5,True,482.0,,,18.017,235.0,255.0,20.0,0,default,RatingTrial,Info,NHS_orig_099.wav,https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_099.wav
{},False,{},331,2023-11-29 17:07:51,False,,,RatingTrial,33,33,True,33,12,47,audio_experiment,"{""audio_name"": ""NHS_orig_109.wav"", ""audio_url"": ""https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_109.wav""}",True,False,,0.0,,5,True,483.0,,,19.361,255.0,275.0,20.0,0,default,RatingTrial,Info,NHS_orig_109.wav,https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_109.wav
{},False,{},332,2023-11-29 17:08:11,False,,,RatingTrial,36,36,True,36,12,47,audio_experiment,"{""audio_name"": ""NHS_orig_052.wav"", ""audio_url"": ""https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_052.wav""}",True,False,,0.0,,6,True,490.0,,,17.427,275.0,295.0,20.0,0,default,RatingTrial,Info,NHS_orig_052.wav,https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_052.wav
{},False,{},334,2023-11-29 17:08:29,False,,,RatingTrial,19,19,True,19,12,47,audio_experiment,"{""audio_name"": ""NHS_orig_117.wav"", ""audio_url"": ""https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_117.wav""}",True,False,,0.0,,1,True,495.0,,,17.592,295.0,315.0,20.0,0,default,RatingTrial,Info,NHS_orig_117.wav,https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_117.wav
{},False,{},337,2023-11-29 17:08:47,False,,,RatingTrial,22,22,True,22,12,47,audio_experiment,"{""audio_name"": ""NHS_orig_107.wav"", ""audio_url"": ""https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_107.wav""}",True,False,,0.0,,5,True,504.0,,,16.853,315.0,335.0,20.0,0,default,RatingTrial,Info,NHS_orig_107.wav,https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_107.wav
{},False,{},344,2023-11-29 17:09:05,False,,,RatingTrial,13,13,True,13,12,47,audio_experiment,"{""audio_name"": ""NHS_orig_114.wav"", ""audio_url"": ""https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_114.wav""}",True,False,,0.0,,4,True,513.0,,,17.59,335.0,355.0,20.0,0,default,RatingTrial,Info,NHS_orig_114.wav,https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_114.wav
{},False,{},348,2023-11-29 17:09:18,False,,,RatingTrial,20,20,True,20,15,60,audio_experiment,"{""audio_name"": ""NHS_orig_088.wav"", ""audio_url"": ""https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_088.wav""}",True,False,,0.0,,4,True,552.0,,,235.785,95.0,115.0,20.0,0,default,RatingTrial,Info,NHS_orig_088.wav,https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_088.wav
{},False,{},350,2023-11-29 17:09:23,False,,,RatingTrial,31,31,True,31,12,47,audio_experiment,"{""audio_name"": ""NHS_orig_097.wav"", ""audio_url"": ""https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_097.wav""}",True,False,,0.0,,6,True,518.0,,,19.919,355.0,375.0,20.0,0,default,RatingTrial,Info,NHS_orig_097.wav,https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_097.wav
{},False,{},354,2023-11-29 17:09:43,False,,,RatingTrial,27,27,True,27,12,47,audio_experiment,"{""audio_name"": ""NHS_orig_059.wav"", ""audio_url"": ""https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_059.wav""}",True,False,,0.0,,2,True,522.0,,,18.331,375.0,395.0,20.0,0,default,RatingTrial,Info,NHS_orig_059.wav,https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_059.wav
{},False,{},357,2023-11-29 17:10:03,False,,,RatingTrial,42,42,True,42,12,47,audio_experiment,"{""audio_name"": ""NHS_orig_034.wav"", ""audio_url"": ""https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_034.wav""}",True,False,,0.0,,2,True,525.0,,,16.895,395.0,415.0,20.0,0,default,RatingTrial,Info,NHS_orig_034.wav,https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_034.wav
{},False,{},358,2023-11-29 17:10:05,False,,,RatingTrial,12,12,True,12,16,61,audio_experiment,"{""audio_name"": ""NHS_orig_101.wav"", ""audio_url"": ""https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_101.wav""}",True,False,,0.0,,5,True,528.0,,,17.232,95.0,115.0,20.0,0,default,RatingTrial,Info,NHS_orig_101.wav,https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_101.wav
{},False,{},359,2023-11-29 17:10:20,False,,,RatingTrial,16,16,True,16,12,47,audio_experiment,"{""audio_name"": ""NHS_orig_048.wav"", ""audio_url"": ""https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_048.wav""}",True,False,,0.0,,2,True,530.0,,,18.024,415.0,435.0,20.0,0,default,RatingTrial,Info,NHS_orig_048.wav,https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_048.wav
{},False,{},361,2023-11-29 17:10:24,False,,,RatingTrial,38,38,True,38,16,61,audio_experiment,"{""audio_name"": ""NHS_orig_086.wav"", ""audio_url"": ""https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_086.wav""}",True,False,,0.0,,2,True,532.0,,,15.92,115.0,135.0,20.0,0,default,RatingTrial,Info,NHS_orig_086.wav,https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_086.wav
{},False,{},363,2023-11-29 17:10:39,False,,,RatingTrial,45,45,True,45,12,47,audio_experiment,"{""audio_name"": ""NHS_orig_030.wav"", ""audio_url"": ""https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_030.wav""}",True,False,,0.0,,5,True,535.0,,,17.588,435.0,455.0,20.0,0,default,RatingTrial,Info,NHS_orig_030.wav,https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_030.wav
{},False,{},365,2023-11-29 17:10:41,False,,,RatingTrial,14,14,True,14,16,61,audio_experiment,"{""audio_name"": ""NHS_orig_100.wav"", ""audio_url"": ""https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_100.wav""}",True,False,,0.0,,3,True,536.0,,,17.969,135.0,155.0,20.0,0,default,RatingTrial,Info,NHS_orig_100.wav,https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_100.wav
{},False,{},368,2023-11-29 17:10:57,False,,,RatingTrial,46,46,True,46,12,47,audio_experiment,"{""audio_name"": ""NHS_orig_026.wav"", ""audio_url"": ""https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_026.wav""}",True,False,,0.0,,3,True,539.0,,,17.3,455.0,475.0,20.0,0,default,RatingTrial,Info,NHS_orig_026.wav,https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_026.wav
{},False,{},369,2023-11-29 17:11:00,False,,,RatingTrial,24,24,True,24,16,61,audio_experiment,"{""audio_name"": ""NHS_orig_070.wav"", ""audio_url"": ""https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_070.wav""}",True,False,,0.0,,5,True,540.0,,,16.537,155.0,175.0,20.0,0,default,RatingTrial,Info,NHS_orig_070.wav,https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_070.wav
{},False,{},371,2023-11-29 17:11:15,False,,,RatingTrial,20,20,True,20,12,47,audio_experiment,"{""audio_name"": ""NHS_orig_088.wav"", ""audio_url"": ""https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_088.wav""}",True,False,,0.0,,3,True,541.0,,,18.43,475.0,495.0,20.0,0,default,RatingTrial,Info,NHS_orig_088.wav,https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_088.wav
